Term1	Term2	Correlation
kept	streets	0.8430191
kept	thanksgiving	0.8430191
kept	used	0.8430191
kept	window	0.8430191
death	mighty	0.84270096
easy	sky	0.84270096
new	stare	0.84270096
angels	sir	0.84270096
lives	silver	0.84270096
fear	pit	0.84270096
second	side	0.84270096
fear	oftener	0.84270096
fear	secure	0.84270096
beginning	fear	0.84270096
chill	fear	0.84270096
ecstasy's	fear	0.84270096
fear	hated	0.84270096
fear	impetus	0.84270096
fear	lain	0.84270096
fear	march	0.84270096
fear	quality	0.84270096
fear	stint	0.84270096
fear	tradition	0.84270096
fear	wish	0.84270096
degree	side	0.84270096
gone	hand	0.84215194
feel	make	0.84210527
host	little	0.8419481
friend	gay	0.8416976
cautious	grave	0.8416976
clock	oh	0.8416976
heavens	oh	0.8416976
hid	oh	0.8416976
called	little	0.84149337
clover	little	0.84149337
little	tongue	0.84149337
behind	stir	0.84126985
behind	poor	0.84126985
begins	feel	0.84119105
clear	feel	0.84119105
feel	rope	0.84119105
magic	meet	0.84119105
purple	smaller	0.84119105
ajar	purple	0.84119105
beggar	purple	0.84119105
bestow	feel	0.84119105
bulb	purple	0.84119105
bye	meet	0.84119105
chase	meet	0.84119105
childish	feel	0.84119105
deeper	feel	0.84119105
deprived	feel	0.84119105
dost	feel	0.84119105
estates	meet	0.84119105
failure	purple	0.84119105
feel	floss	0.84119105
feel	henceforth	0.84119105
feel	praise	0.84119105
feel	toils	0.84119105
feel	whoso	0.84119105
followed	purple	0.84119105
giant	purple	0.84119105
gush	purple	0.84119105
instructed	meet	0.84119105
largest	meet	0.84119105
medicine	meet	0.84119105
meet	repine	0.84119105
meet	starved	0.84119105
meet	til	0.84119105
mr	purple	0.84119105
presumed	purple	0.84119105
purple	slowly	0.84119105
purple	started	0.84119105
purple	subtle	0.84119105
purple	who's	0.84119105
fear	forever	0.8406511
cool	memory	0.84022397
butterfly	like	0.84016806
church	like	0.84016806
comest	like	0.84016806
concern	like	0.84016806
dollie's	like	0.84016806
fences	like	0.84016806
gifts	like	0.84016806
like	places	0.84016806
like	shalt	0.84016806
like	smile	0.84016806
like	somebody	0.84016806
like	stanza	0.84016806
like	strove	0.84016806
acquaintance	away	0.84016806
away	awkward	0.84016806
away	beryl	0.84016806
away	butterflies	0.84016806
away	crimson	0.84016806
away	frail	0.84016806
away	splits	0.84016806
away	throat	0.84016806
die	thought	0.84016806
magic	spring	0.84016806
bye	spring	0.84016806
chase	spring	0.84016806
estates	spring	0.84016806
instructed	spring	0.84016806
largest	spring	0.84016806
medicine	spring	0.84016806
repine	spring	0.84016806
spring	starved	0.84016806
spring	til	0.84016806
anguish	times	0.83992445
faint	times	0.83992445
flown	rose	0.8389352
aware	twice	0.8376593
equally	lord	0.8376593
letter	lord	0.8376593
lord	streets	0.8376593
lord	window	0.8376593
forever	heaven	0.8374849
fail	tis	0.8373267
jesus	remain	0.8373267
hands	summer's	0.8368261
angels	met	0.8365363
fit	new	0.8365363
height	new	0.8365363
acres	wind	0.83642834
covenant	wind	0.83642834
demand	wind	0.83642834
esoteric	wind	0.83642834
evidence	wind	0.83642834
firm	wind	0.83642834
gentlemen	wind	0.83642834
kingdom	wind	0.83642834
lanes	wind	0.83642834
mold	wind	0.83642834
pleased	wind	0.83642834
society	wind	0.83642834
wave	wind	0.83642834
bold	light	0.8363334
finer	light	0.8363334
land	leads	0.8363334
land	minute	0.8363334
fingers	nature's	0.8360656
added	faith	0.83562905
arise	hear	0.83562905
being's	faith	0.83562905
cause	sweet	0.83562905
cause	today	0.83562905
contained	eye	0.83562905
crow	eye	0.83562905
dared	sweet	0.83562905
dared	today	0.83562905
dazzled	hear	0.83562905
decay	faith	0.83562905
defeated	sweet	0.83562905
defeated	today	0.83562905
den	hear	0.83562905
distinct	faith	0.83562905
divinity	sweet	0.83562905
divinity	today	0.83562905
dripping	hear	0.83562905
dying	trust	0.83562905
eaves	eye	0.83562905
estate	faith	0.83562905
estimate	sweet	0.83562905
estimate	today	0.83562905
extremity	hear	0.83562905
eye	follow	0.83562905
eye	forget	0.83562905
eye	harass	0.83562905
eye	holiness	0.83562905
eye	kissed	0.83562905
eye	parted	0.83562905
eye	sleepy	0.83562905
eye	thinking	0.83562905
fainter	hear	0.83562905
faith	forbid	0.83562905
faith	interval	0.83562905
faith	journey	0.83562905
faith	large	0.83562905
faith	nearer	0.83562905
faith	shimmering	0.83562905
faith	solemn	0.83562905
fan	sweet	0.83562905
fan	today	0.83562905
foe	hear	0.83562905
hear	identity	0.83562905
hear	john	0.83562905
hear	knock	0.83562905
hear	noons	0.83562905
hear	periods	0.83562905
hear	presumptuous	0.83562905
hear	snake	0.83562905
hear	unexpected	0.83562905
liked	sweet	0.83562905
liked	today	0.83562905
lonesome	sweet	0.83562905
lonesome	today	0.83562905
opportunity	sweet	0.83562905
opportunity	today	0.83562905
remember	sweet	0.83562905
remember	today	0.83562905
spill	sweet	0.83562905
spill	today	0.83562905
sweet	throne	0.83562905
sweet	wrestle	0.83562905
throne	today	0.83562905
today	wrestle	0.83562905
box	people	0.83562905
diligence	people	0.83562905
ease	people	0.83562905
elate	people	0.83562905
exists	people	0.83562905
goal	people	0.83562905
hunted	people	0.83562905
kind	people	0.83562905
misery	people	0.83562905
moments	people	0.83562905
people	presumption	0.83562905
people	sorrow	0.83562905
people	talked	0.83562905
people	tie	0.83562905
people	withdraws	0.83562905
cause	face	0.835629
dared	face	0.835629
defeated	face	0.835629
divinity	face	0.835629
estimate	face	0.835629
face	fan	0.835629
face	liked	0.835629
face	lonesome	0.835629
face	opportunity	0.835629
face	remember	0.835629
face	spill	0.835629
face	throne	0.835629
face	wrestle	0.835629
easy	scarcely	0.8355044
abroad	ne'er	0.83546734
lips	spring	0.8353494
children	pass	0.8352691
dimly	way	0.8351901
formula	way	0.8351901
fields	like	0.8349657
bring	spring	0.8349657
said	softly	0.8348471
fear	near	0.8348471
subject	way	0.8342465
break	twas	0.83383256
scene	twas	0.83383256
door	trees	0.8333333
grace	lit	0.8333333
clouds	rose	0.83287424
rose	wherefore	0.83287424
like	neighbors	0.8326678
faces	like	0.83238876
age	land	0.83223975
altered	bear	0.83223975
amplitude	bear	0.83223975
apologize	light	0.83223975
awake	fashioned	0.83223975
bear	become	0.83223975
bear	clay	0.83223975
bear	friends	0.83223975
bear	haunting	0.83223975
bear	rapture	0.83223975
bear	taught	0.83223975
bear	thirst	0.83223975
beloved	felt	0.83223975
bless	hold	0.83223975
blur	light	0.83223975
borne	land	0.83223975
borrow	light	0.83223975
burn	felt	0.83223975
bustle	felt	0.83223975
carried	land	0.83223975
common	land	0.83223975
conclude	fingers	0.83223975
conclude	nature's	0.83223975
confirm	fingers	0.83223975
confirm	nature's	0.83223975
contain	felt	0.83223975
covered	land	0.83223975
creator	hold	0.83223975
descending	felt	0.83223975
diadem	light	0.83223975
entered	fingers	0.83223975
entered	nature's	0.83223975
fashioned	lamp	0.83223975
fashioned	observation	0.83223975
fashioned	spot	0.83223975
felt	presuming	0.83223975
felt	retreat	0.83223975
felt	robe	0.83223975
felt	shuts	0.83223975
felt	springs	0.83223975
felt	staid	0.83223975
felt	transporting	0.83223975
felt	windows	0.83223975
fingers	lark	0.83223975
fingers	perpetual	0.83223975
fingers	red	0.83223975
fingers	repaired	0.83223975
fingers	standing	0.83223975
fingers	struggle	0.83223975
fingers	theirs	0.83223975
hang	land	0.83223975
hold	honored	0.83223975
hold	overtake	0.83223975
hold	punctual	0.83223975
hold	safer	0.83223975
hold	shape	0.83223975
hold	signal	0.83223975
hold	thunder	0.83223975
hold	you'd	0.83223975
keeper	light	0.83223975
land	mankind	0.83223975
land	nameless	0.83223975
land	respectful	0.83223975
land	rooms	0.83223975
land	secret	0.83223975
land	shores	0.83223975
land	supreme	0.83223975
land	teasing	0.83223975
land	wedged	0.83223975
land	wood	0.83223975
lark	nature's	0.83223975
light	lingering	0.83223975
light	toes	0.83223975
light	violet	0.83223975
nature's	perpetual	0.83223975
nature's	red	0.83223975
nature's	repaired	0.83223975
nature's	standing	0.83223975
nature's	struggle	0.83223975
nature's	theirs	0.83223975
june	lie	0.8320503
can't	storm	0.8320503
choose	tho	0.8320503
close	east	0.8320503
doom	half	0.8320503
east	flag	0.8320503
furthest	thought	0.8315558
going	i've	0.83147943
going	midnight	0.83147943
heaven	vast	0.83119345
remote	side	0.830901
heaven	thought	0.8308418
anybody	sweet	0.83070195
neighbors	sweet	0.83070195
face	won't	0.8304548
everlasting	sweet	0.8304548
fair	stood	0.8304548
nay	sweet	0.8304548
sweet	won't	0.8304548
darling	kept	0.8304548
disdain	kept	0.8304548
dress	kept	0.8304548
ethereal	kept	0.8304548
glow	kept	0.8304548
kept	loved	0.8304548
kept	pursue	0.8304548
kept	quite	0.8304548
kept	roads	0.8304548
kept	worms	0.8304548
dark	mean	0.83045477
dying	words	0.83045477
hear	i'm	0.8301674
golden	meet	0.8300574
hands	purple	0.8300574
led	purple	0.8300574
meet	melody	0.8300574
neighbor	purple	0.8300574
faithful	mind	0.82992536
letter	mind	0.82992536
mind	streets	0.82992536
mind	window	0.82992536
balm	told	0.8296298
audience	told	0.8296298
drew	told	0.8296298
features	told	0.8296298
flying	told	0.8296298
growth	told	0.8296298
lifted	told	0.8296298
opposing	told	0.8296298
patience	told	0.8296298
told	tooth	0.8296298
tree	woman's	0.8292683
bless	house	0.8291562
creator	house	0.8291562
honored	house	0.8291562
house	overtake	0.8291562
house	punctual	0.8291562
house	safer	0.8291562
house	shape	0.8291562
house	signal	0.8291562
house	thunder	0.8291562
house	you'd	0.8291562
afternoon	morn	0.8291562
comes	turned	0.8291562
delight	play	0.8291562
deep	spirit	0.8291562
spirit	stooping	0.8291562
afternoons	green	0.8291562
afternoons	notice	0.8291562
amber	hay	0.8291562
anguish	perish	0.8291562
april	notice	0.8291562
bloom	hay	0.8291562
business	notice	0.8291562
dare	green	0.8291562
dews	tropic	0.8291562
faint	perish	0.8291562
feels	green	0.8291562
firmament	perish	0.8291562
garden	notice	0.8291562
grant	somewhat	0.8291562
grant	tropic	0.8291562
green	larger	0.8291562
green	seasons	0.8291562
green	sod	0.8291562
hands	somewhat	0.8291562
hay	miracle	0.8291562
host	notice	0.8291562
learn	tropic	0.8291562
leave	occasion	0.8291562
lies	tropic	0.8291562
miracle	tropic	0.8291562
notice	size	0.8291562
open	perish	0.8291562
passing	twere	0.8291562
perfect	run	0.8291562
perish	suffice	0.8291562
seasons	somewhat	0.8291562
seed	tropic	0.8291562
tropic	wife	0.8291562
abides	apple	0.8291562
abides	grows	0.8291562
abides	knowing	0.8291562
acclimated	afternoons	0.8291562
acclimated	april	0.8291562
acclimated	business	0.8291562
acclimated	garden	0.8291562
acclimated	host	0.8291562
acclimated	size	0.8291562
acquaintance	cricket	0.8291562
acquaintance	doth	0.8291562
acquaintance	keeps	0.8291562
acquaintance	spice	0.8291562
acquire	constancy	0.8291562
acre	advanced	0.8291562
acre	apron	0.8291562
acre	beloved	0.8291562
acre	bodice	0.8291562
acre	burn	0.8291562
acre	bustle	0.8291562
acre	contain	0.8291562
acre	descending	0.8291562
acre	enable	0.8291562
acre	hospitality	0.8291562
acre	lutes	0.8291562
acre	ma	0.8291562
acre	presuming	0.8291562
acre	retreat	0.8291562
acre	robe	0.8291562
acre	sense	0.8291562
acre	shuts	0.8291562
acre	split	0.8291562
acre	springs	0.8291562
acre	staid	0.8291562
acre	table	0.8291562
acre	transporting	0.8291562
acre	width	0.8291562
acre	windows	0.8291562
acres	break	0.8291562
acres	hell	0.8291562
acres	hymn	0.8291562
acres	i'll	0.8291562
acres	learn	0.8291562
acres	plain	0.8291562
acres	scene	0.8291562
added	cease	0.8291562
added	golden	0.8291562
added	saw	0.8291562
adjoining	april	0.8291562
adjoining	business	0.8291562
adjoining	scarce	0.8291562
adjoining	seed	0.8291562
adjoining	service	0.8291562
adjoining	woe	0.8291562
adjust	amber	0.8291562
adjust	bloom	0.8291562
adjust	miracle	0.8291562
adjusted	grant	0.8291562
adjusted	hands	0.8291562
adjusted	seasons	0.8291562
adorned	flown	0.8291562
adorned	lies	0.8291562
adorned	looked	0.8291562
adorned	names	0.8291562
adorned	stooping	0.8291562
affair	astral	0.8291562
affair	box	0.8291562
affair	chose	0.8291562
affair	cruising	0.8291562
affair	diligence	0.8291562
affair	ease	0.8291562
affair	elate	0.8291562
affair	exists	0.8291562
affair	goal	0.8291562
affair	hunted	0.8291562
affair	kind	0.8291562
affair	making	0.8291562
affair	misery	0.8291562
affair	moments	0.8291562
affair	pane	0.8291562
affair	presumption	0.8291562
affair	risk	0.8291562
affair	scrutinize	0.8291562
affair	shadows	0.8291562
affair	sorrow	0.8291562
affair	talked	0.8291562
affair	tie	0.8291562
affair	tore	0.8291562
affair	withdraws	0.8291562
afflicts	afternoons	0.8291562
afflicts	dare	0.8291562
afflicts	feels	0.8291562
afflicts	larger	0.8291562
afflicts	seasons	0.8291562
afflicts	sod	0.8291562
affront	anguish	0.8291562
affront	occasion	0.8291562
afternoons	basis	0.8291562
afternoons	beheld	0.8291562
afternoons	bondage	0.8291562
afternoons	carnations	0.8291562
afternoons	cashmere	0.8291562
afternoons	chair	0.8291562
afternoons	craft	0.8291562
afternoons	detect	0.8291562
afternoons	family	0.8291562
afternoons	fine	0.8291562
afternoons	holds	0.8291562
afternoons	inspect	0.8291562
afternoons	interview	0.8291562
afternoons	inundation	0.8291562
afternoons	laws	0.8291562
afternoons	lily	0.8291562
afternoons	madness	0.8291562
afternoons	mountain	0.8291562
afternoons	passes	0.8291562
afternoons	rich	0.8291562
afternoons	rivet	0.8291562
afternoons	science	0.8291562
afternoons	shelf	0.8291562
afternoons	shows	0.8291562
afternoons	smiles	0.8291562
afternoons	time's	0.8291562
afternoons	vision	0.8291562
afternoons	yes	0.8291562
afterward	guessed	0.8291562
afterward	keeps	0.8291562
afterward	plain	0.8291562
age	feels	0.8291562
age	firmament	0.8291562
age	furthest	0.8291562
age	suffice	0.8291562
age	word	0.8291562
ago	anguish	0.8291562
ago	faint	0.8291562
ago	firmament	0.8291562
ago	open	0.8291562
ago	suffice	0.8291562
alas	deep	0.8291562
altered	stooping	0.8291562
altered	word	0.8291562
amber	ball	0.8291562
amber	bee's	0.8291562
amber	belong	0.8291562
amber	childhood	0.8291562
amber	fading	0.8291562
amber	forevermore	0.8291562
amber	helped	0.8291562
amber	landscape	0.8291562
amber	mechlin	0.8291562
amber	slid	0.8291562
amber	species	0.8291562
amber	steals	0.8291562
amber	violets	0.8291562
amplitude	stooping	0.8291562
amplitude	word	0.8291562
anguish	bashful	0.8291562
anguish	blossom	0.8291562
anguish	bud	0.8291562
anguish	carpenter	0.8291562
anguish	chamber	0.8291562
anguish	cunning	0.8291562
anguish	dim	0.8291562
anguish	fragrant	0.8291562
anguish	harm	0.8291562
anguish	hurt	0.8291562
anguish	lid	0.8291562
anguish	meridian	0.8291562
anguish	nail	0.8291562
anguish	noise	0.8291562
anguish	separate	0.8291562
anguish	stem	0.8291562
anguish	sue	0.8291562
anguish	unless	0.8291562
anguish	wide	0.8291562
anguish	wondered	0.8291562
anguish	you're	0.8291562
antiquated	constancy	0.8291562
apologize	cease	0.8291562
apologize	open	0.8291562
apologize	pang	0.8291562
apologize	return	0.8291562
apparition	dews	0.8291562
apparition	hands	0.8291562
apparition	i'll	0.8291562
apparition	passed	0.8291562
apple	box	0.8291562
apple	diligence	0.8291562
apple	disclosed	0.8291562
apple	ease	0.8291562
apple	elate	0.8291562
apple	exists	0.8291562
apple	goal	0.8291562
apple	hunted	0.8291562
apple	impotent	0.8291562
apple	kind	0.8291562
apple	lip	0.8291562
apple	misery	0.8291562
apple	moments	0.8291562
apple	polite	0.8291562
apple	presumption	0.8291562
apple	sorrow	0.8291562
apple	sung	0.8291562
apple	talked	0.8291562
apple	tie	0.8291562
apple	veins	0.8291562
apple	withdraws	0.8291562
april	basis	0.8291562
april	beheld	0.8291562
april	bondage	0.8291562
april	carnations	0.8291562
april	cashmere	0.8291562
april	chair	0.8291562
april	chilly	0.8291562
april	craft	0.8291562
april	dyes	0.8291562
april	ears	0.8291562
april	family	0.8291562
april	inspect	0.8291562
april	lily	0.8291562
april	madness	0.8291562
april	poetry	0.8291562
april	smiles	0.8291562
april	supposed	0.8291562
april	time's	0.8291562
april	travelled	0.8291562
april	vision	0.8291562
april	yes	0.8291562
arise	vast	0.8291562
arise	wife	0.8291562
arise	woe	0.8291562
astir	break	0.8291562
astir	garden	0.8291562
astir	larger	0.8291562
astir	led	0.8291562
astir	neighbor	0.8291562
astir	scene	0.8291562
astir	sod	0.8291562
astral	dare	0.8291562
astral	scarce	0.8291562
atmosphere	deep	0.8291562
awake	pang	0.8291562
awake	spice	0.8291562
awkward	cricket	0.8291562
awkward	doth	0.8291562
awkward	keeps	0.8291562
awkward	spice	0.8291562
ball	bloom	0.8291562
ball	faint	0.8291562
ball	gate	0.8291562
bars	grant	0.8291562
bars	hands	0.8291562
bars	seasons	0.8291562
base	constancy	0.8291562
bashful	occasion	0.8291562
basis	business	0.8291562
basis	garden	0.8291562
basis	host	0.8291562
basis	size	0.8291562
become	stooping	0.8291562
become	word	0.8291562
bed	dews	0.8291562
bed	hands	0.8291562
bed	i'll	0.8291562
bed	passed	0.8291562
bee's	bloom	0.8291562
bee's	faint	0.8291562
bee's	gate	0.8291562
beheld	business	0.8291562
beheld	garden	0.8291562
beheld	host	0.8291562
beheld	size	0.8291562
beholds	run	0.8291562
beholds	turn	0.8291562
being's	cease	0.8291562
being's	golden	0.8291562
being's	saw	0.8291562
belong	bloom	0.8291562
belong	miracle	0.8291562
beloved	gate	0.8291562
beloved	passed	0.8291562
berries	flown	0.8291562
berries	lies	0.8291562
berries	looked	0.8291562
berries	names	0.8291562
berries	stooping	0.8291562
beryl	cricket	0.8291562
beryl	doth	0.8291562
beryl	keeps	0.8291562
beryl	spice	0.8291562
big	constancy	0.8291562
bird's	tenderer	0.8291562
bird's	turn	0.8291562
bird's	worn	0.8291562
bit	deep	0.8291562
blame	constancy	0.8291562
blame	flee	0.8291562
blame	guessed	0.8291562
blame	help	0.8291562
blame	passing	0.8291562
bless	furthest	0.8291562
bless	golden	0.8291562
bless	names	0.8291562
bless	vast	0.8291562
bloom	childhood	0.8291562
bloom	fading	0.8291562
bloom	forevermore	0.8291562
bloom	helped	0.8291562
bloom	landscape	0.8291562
bloom	mechlin	0.8291562
bloom	slid	0.8291562
bloom	species	0.8291562
bloom	steals	0.8291562
bloom	violets	0.8291562
blossom	faint	0.8291562
blossom	firmament	0.8291562
blossom	open	0.8291562
blossom	suffice	0.8291562
blur	cease	0.8291562
blur	open	0.8291562
blur	pang	0.8291562
blur	return	0.8291562
bobolink	tenderer	0.8291562
bobolink	turn	0.8291562
bobolink	worn	0.8291562
bobolinks	led	0.8291562
bobolinks	neighbor	0.8291562
bobolinks	saw	0.8291562
bobolinks	size	0.8291562
bondage	business	0.8291562
bondage	garden	0.8291562
bondage	host	0.8291562
bondage	size	0.8291562
bonnets	led	0.8291562
bonnets	neighbor	0.8291562
bonnets	saw	0.8291562
bonnets	size	0.8291562
boot	constancy	0.8291562
borne	feels	0.8291562
borne	firmament	0.8291562
borne	furthest	0.8291562
borne	suffice	0.8291562
borne	word	0.8291562
borrow	cease	0.8291562
borrow	open	0.8291562
borrow	pang	0.8291562
borrow	return	0.8291562
box	flee	0.8291562
box	service	0.8291562
break	confidence	0.8291562
break	covenant	0.8291562
break	demand	0.8291562
break	dip	0.8291562
break	esoteric	0.8291562
break	evidence	0.8291562
break	firm	0.8291562
break	forest	0.8291562
break	gentlemen	0.8291562
break	gray	0.8291562
break	kingdom	0.8291562
break	lanes	0.8291562
break	match	0.8291562
break	mold	0.8291562
break	mornings	0.8291562
break	pleased	0.8291562
break	reserved	0.8291562
break	ribbon	0.8291562
break	society	0.8291562
break	stile	0.8291562
break	wave	0.8291562
brow	flown	0.8291562
brow	melody	0.8291562
brow	tenderer	0.8291562
brown	flown	0.8291562
brown	lies	0.8291562
brown	looked	0.8291562
brown	names	0.8291562
brown	stooping	0.8291562
bud	faint	0.8291562
bud	firmament	0.8291562
bud	open	0.8291562
bud	suffice	0.8291562
buds	flown	0.8291562
buds	lies	0.8291562
buds	looked	0.8291562
buds	names	0.8291562
buds	stooping	0.8291562
burn	gate	0.8291562
burn	passed	0.8291562
business	carnations	0.8291562
business	cashmere	0.8291562
business	chair	0.8291562
business	chilly	0.8291562
business	craft	0.8291562
business	dyes	0.8291562
business	ears	0.8291562
business	family	0.8291562
business	inspect	0.8291562
business	lily	0.8291562
business	madness	0.8291562
business	poetry	0.8291562
business	smiles	0.8291562
business	supposed	0.8291562
business	time's	0.8291562
business	travelled	0.8291562
business	vision	0.8291562
business	yes	0.8291562
bustle	gate	0.8291562
bustle	passed	0.8291562
butterflies	cricket	0.8291562
butterflies	doth	0.8291562
butterflies	keeps	0.8291562
butterflies	spice	0.8291562
canvas	goes	0.8291562
canvas	knowing	0.8291562
canvas	melody	0.8291562
cared	run	0.8291562
carnations	garden	0.8291562
carnations	host	0.8291562
carnations	size	0.8291562
carpenter	occasion	0.8291562
carried	feels	0.8291562
carried	firmament	0.8291562
carried	furthest	0.8291562
carried	suffice	0.8291562
carried	word	0.8291562
cases	grant	0.8291562
cases	hands	0.8291562
cases	seasons	0.8291562
cashmere	garden	0.8291562
cashmere	host	0.8291562
cashmere	size	0.8291562
cease	decay	0.8291562
cease	diadem	0.8291562
cease	distinct	0.8291562
cease	estate	0.8291562
cease	forbid	0.8291562
cease	interval	0.8291562
cease	journey	0.8291562
cease	keeper	0.8291562
cease	large	0.8291562
cease	lingering	0.8291562
cease	nearer	0.8291562
cease	shimmering	0.8291562
cease	solemn	0.8291562
cease	toes	0.8291562
cease	violet	0.8291562
centre	constancy	0.8291562
chair	garden	0.8291562
chair	host	0.8291562
chair	size	0.8291562
chamber	occasion	0.8291562
chased	grant	0.8291562
chased	hands	0.8291562
chased	seasons	0.8291562
cheek	goes	0.8291562
cheek	knowing	0.8291562
cheek	melody	0.8291562
childhood	miracle	0.8291562
chilly	scarce	0.8291562
chilly	seed	0.8291562
chilly	service	0.8291562
chilly	woe	0.8291562
chin	goes	0.8291562
chin	knowing	0.8291562
chin	melody	0.8291562
chose	dare	0.8291562
chose	scarce	0.8291562
circumstances	goes	0.8291562
circumstances	knowing	0.8291562
circumstances	melody	0.8291562
clay	stooping	0.8291562
clay	word	0.8291562
coat	passing	0.8291562
common	feels	0.8291562
common	firmament	0.8291562
common	furthest	0.8291562
common	suffice	0.8291562
common	word	0.8291562
confidence	garden	0.8291562
confidence	larger	0.8291562
confidence	led	0.8291562
confidence	neighbor	0.8291562
confidence	scene	0.8291562
confidence	sod	0.8291562
constancy	corn	0.8291562
constancy	covert	0.8291562
constancy	disclose	0.8291562
constancy	entertains	0.8291562
constancy	fall	0.8291562
constancy	fond	0.8291562
constancy	fresh	0.8291562
constancy	goodbye	0.8291562
constancy	hit	0.8291562
constancy	judgment	0.8291562
constancy	junior	0.8291562
constancy	lasts	0.8291562
constancy	orient	0.8291562
constancy	seraphim	0.8291562
constancy	skill	0.8291562
constancy	slower	0.8291562
constancy	spent	0.8291562
constancy	strange	0.8291562
constancy	termed	0.8291562
constancy	tonight	0.8291562
constancy	venture	0.8291562
constancy	wealth	0.8291562
constancy	wrecked	0.8291562
contain	gate	0.8291562
contain	passed	0.8291562
contained	goes	0.8291562
contracting	deep	0.8291562
conviction	deep	0.8291562
count	run	0.8291562
count	turn	0.8291562
course	run	0.8291562
course	turn	0.8291562
covenant	hell	0.8291562
covenant	hymn	0.8291562
covenant	i'll	0.8291562
covenant	learn	0.8291562
covenant	plain	0.8291562
covenant	scene	0.8291562
covered	feels	0.8291562
covered	firmament	0.8291562
covered	furthest	0.8291562
covered	suffice	0.8291562
covered	word	0.8291562
covert	flee	0.8291562
covert	guessed	0.8291562
covert	help	0.8291562
covert	passing	0.8291562
craft	garden	0.8291562
craft	host	0.8291562
craft	size	0.8291562
creation	cricket	0.8291562
creation	doth	0.8291562
creation	grows	0.8291562
creation	host	0.8291562
creation	return	0.8291562
creation	worn	0.8291562
creator	furthest	0.8291562
creator	golden	0.8291562
creator	names	0.8291562
creator	vast	0.8291562
cricket	crimson	0.8291562
cricket	dot	0.8291562
cricket	fashions	0.8291562
cricket	flasks	0.8291562
cricket	frail	0.8291562
cricket	had'st	0.8291562
cricket	heal	0.8291562
cricket	ill	0.8291562
cricket	leaf	0.8291562
cricket	pattern	0.8291562
cricket	played	0.8291562
cricket	shore	0.8291562
cricket	song	0.8291562
cricket	splits	0.8291562
cricket	throat	0.8291562
crimson	doth	0.8291562
crimson	keeps	0.8291562
crimson	spice	0.8291562
crow	goes	0.8291562
crowd	flown	0.8291562
crowd	lies	0.8291562
crowd	looked	0.8291562
crowd	names	0.8291562
crowd	stooping	0.8291562
cruising	dare	0.8291562
cruising	scarce	0.8291562
cunning	occasion	0.8291562
daffodil	flown	0.8291562
daffodil	melody	0.8291562
daffodil	tenderer	0.8291562
dainty	tenderer	0.8291562
dainty	turn	0.8291562
dainty	worn	0.8291562
dare	detect	0.8291562
dare	fine	0.8291562
dare	holds	0.8291562
dare	interview	0.8291562
dare	inundation	0.8291562
dare	laws	0.8291562
dare	making	0.8291562
dare	mountain	0.8291562
dare	pane	0.8291562
dare	passes	0.8291562
dare	rich	0.8291562
dare	risk	0.8291562
dare	rivet	0.8291562
dare	science	0.8291562
dare	scrutinize	0.8291562
dare	shadows	0.8291562
dare	shelf	0.8291562
dare	shows	0.8291562
dare	tore	0.8291562
darker	run	0.8291562
darker	turn	0.8291562
darling	help	0.8291562
daybreak	deep	0.8291562
dazzled	vast	0.8291562
dazzled	wife	0.8291562
dazzled	woe	0.8291562
death's	goes	0.8291562
death's	knowing	0.8291562
death's	melody	0.8291562
decay	golden	0.8291562
decay	saw	0.8291562
decree	dews	0.8291562
decree	hands	0.8291562
decree	i'll	0.8291562
decree	passed	0.8291562
deep	glows	0.8291562
deep	merit	0.8291562
deep	o'er	0.8291562
deep	oceans	0.8291562
deep	pound	0.8291562
deep	prince	0.8291562
deep	says	0.8291562
deep	seek	0.8291562
deep	signalize	0.8291562
deep	site	0.8291562
deep	steady	0.8291562
deep	stiller	0.8291562
deep	trace	0.8291562
deep	triumph	0.8291562
deep	wild	0.8291562
defeat	guessed	0.8291562
defeat	keeps	0.8291562
defeat	plain	0.8291562
defrauded	led	0.8291562
defrauded	neighbor	0.8291562
defrauded	saw	0.8291562
defrauded	size	0.8291562
demand	hell	0.8291562
demand	hymn	0.8291562
demand	i'll	0.8291562
demand	learn	0.8291562
demand	plain	0.8291562
demand	scene	0.8291562
den	vast	0.8291562
den	wife	0.8291562
den	woe	0.8291562
departed	guessed	0.8291562
departed	keeps	0.8291562
departed	plain	0.8291562
descending	gate	0.8291562
descending	passed	0.8291562
descried	tenderer	0.8291562
descried	turn	0.8291562
descried	worn	0.8291562
design	dews	0.8291562
design	hands	0.8291562
design	i'll	0.8291562
design	passed	0.8291562
detect	feels	0.8291562
detect	larger	0.8291562
detect	seasons	0.8291562
detect	sod	0.8291562
dews	fathoms	0.8291562
dews	forth	0.8291562
dews	haunt	0.8291562
dews	houses	0.8291562
dews	loud	0.8291562
dews	ought	0.8291562
dews	portentous	0.8291562
dews	remove	0.8291562
dews	sands	0.8291562
dews	signs	0.8291562
dews	sinew	0.8291562
dews	start	0.8291562
diadem	open	0.8291562
diadem	pang	0.8291562
diadem	return	0.8291562
diligence	flee	0.8291562
diligence	service	0.8291562
dim	occasion	0.8291562
dip	garden	0.8291562
dip	larger	0.8291562
dip	led	0.8291562
dip	neighbor	0.8291562
dip	scene	0.8291562
dip	sod	0.8291562
disclose	flee	0.8291562
disclose	guessed	0.8291562
